Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,31019,29523,29440.0
00:05,28378,29086,29350.0
00:10,28378,29086,29260.0
00:15,28378,29086,29077.0
00:20,28378,28598,28862.0
00:25,28378,28598,28701.0
00:30,28378,28598,28515.0
00:35,28378,28062,28331.0
00:40,28378,28062,28186.0
00:45,28378,28062,28043.0
00:50,28378,27541,27960.0
00:55,28378,27541,27881.0
01:00,28378,27541,27719.0
01:05,26812,27262,27556.0
01:10,26812,27262,27446.0
01:15,26812,27262,27400.0
01:20,26812,26867,27331.0
01:25,26812,26867,27206.0
01:30,26812,26867,27132.0
01:35,26812,26665,27064.0
01:40,26812,26665,26953.0
01:45,26812,26665,26830.0
01:50,26812,26467,26704.0
01:55,26812,26467,26484.0
02:00,26812,26467,26376.0
02:05,25758,26152,26299.0
02:10,25758,26152,26183.0
02:15,25758,26152,26055.0
02:20,25758,25830,25923.0
02:25,25758,25830,25823.0
02:30,25758,25830,25723.0
02:35,25758,25483,25642.0
02:40,25758,25483,25564.0
02:45,25758,25483,25492.0
02:50,25758,25293,25424.0
02:55,25758,25293,25307.0
03:00,25758,25293,25251.0
03:05,25089,25119,25222.0
03:10,25089,25119,25196.0
03:15,25089,25119,25162.0
03:20,25089,24998,25145.0
03:25,25089,24998,25063.0
03:30,25089,24998,25022.0
03:35,25089,24923,24999.0
03:40,25089,24923,25068.0
03:45,25089,24923,25041.0
03:50,25089,24967,25084.0
03:55,25089,24967,25024.0
04:00,25089,24967,25061.0
04:05,25203,25186,25102.0
04:10,25203,25186,25165.0
04:15,25203,25186,25162.0
04:20,25203,25274,25124.0
04:25,25203,25274,25148.0
04:30,25203,25274,25120.0
04:35,25203,25303,25167.0
04:40,25203,25303,25197.0
04:45,25203,25303,25227.0
04:50,25203,25518,25280.0
04:55,25203,25518,25341.0
05:00,25203,25518,25381.0
05:05,26167,25881,25543.0
05:10,26167,25881,25620.0
05:15,26167,25881,25720.0
05:20,26167,26060,25879.0
05:25,26167,26060,25948.0
05:30,26167,26060,26048.0
05:35,26167,26382,26200.0
05:40,26167,26382,26390.0
05:45,26167,26382,26408.0
05:50,26167,27112,26443.0
05:55,26167,27112,26556.0
06:00,26167,27112,26686.0
06:05,27869,27561,27099.0
06:10,27869,27561,27533.0
06:15,27869,27561,27797.0
06:20,27869,27969,27911.0
06:25,27869,27969,27984.0
06:30,27869,27969,28030.0
06:35,27869,28223,28153.0
06:40,27869,28223,28142.0
06:45,27869,28223,28197.0
06:50,27869,28646,28255.0
06:55,27869,28646,28271.0
07:00,27869,28646,28331.0
07:05,29009,28960,28569.0
07:10,29009,28960,28765.0
07:15,29009,28960,28818.0
07:20,29009,29128,28939.0
07:25,29009,29128,28987.0
07:30,29009,29128,29042.0
07:35,29009,29376,29125.0
07:40,29009,29376,29189.0
07:45,29009,29376,29179.0
07:50,29009,29666,29214.0
07:55,29009,29666,29260.0
08:00,29009,29666,29326.0
08:05,29738,29857,29465.0
08:10,29738,29857,29623.0
08:15,29738,29857,29628.0
08:20,29738,29987,29628.0
08:25,29738,29987,29723.0
08:30,29738,29987,29733.0
08:35,29738,30041,29780.0
08:40,29738,30041,29764.0
08:45,29738,30041,29807.0
08:50,29738,30148,29889.0
08:55,29738,30148,29955.0
09:00,29738,30148,29990.0
09:05,30432,30351,30092.0
09:10,30432,30351,30170.0
09:15,30432,30351,30209.0
09:20,30432,30495,30205.0
09:25,30432,30495,30238.0
09:30,30432,30495,30246.0
09:35,30432,30580,30270.0
09:40,30432,30580,30244.0
09:45,30432,30580,30310.0
09:50,30432,30686,30390.0
09:55,30432,30686,30459.0
10:00,30432,30686,30495.0
10:05,31347,30942,30516.0
10:10,31347,30942,30535.0
10:15,31347,30942,30557.0
10:20,31347,31003,30630.0
10:25,31347,31003,30706.0
10:30,31347,31003,30785.0
10:35,31347,31171,30833.0
10:40,31347,31171,30914.0
10:45,31347,31171,31035.0
10:50,31347,31394,31105.0
10:55,31347,31394,31280.0
11:00,31347,31394,31300.0
11:05,32593,31780,31397.0
11:10,32593,31780,31472.0
11:15,32593,31780,31559.0
11:20,32593,32182,31692.0
11:25,32593,32182,31788.0
11:30,32593,32182,31922.0
11:35,32593,32420,31996.0
11:40,32593,32420,32123.0
11:45,32593,32420,32267.0
11:50,32593,32728,32391.0
11:55,32593,32728,32552.0
12:00,32593,32728,32680.0
12:05,34183,33183,32783.0
12:10,34183,33183,32974.0
12:15,34183,33183,33149.0
12:20,34183,33593,33257.0
12:25,34183,33593,33407.0
12:30,34183,33593,33518.0
12:35,34183,34093,33621.0
12:40,34183,34093,33790.0
12:45,34183,34093,33917.0
12:50,34183,34521,34034.0
12:55,34183,34521,34274.0
13:00,34183,34521,34471.0
13:05,36189,35008,34582.0
13:10,36189,35008,34722.0
13:15,36189,35008,34931.0
13:20,36189,35529,35059.0
13:25,36189,35529,35243.0
13:30,36189,35529,35363.0
13:35,36189,35945,35517.0
13:40,36189,35945,35724.0
13:45,36189,35945,35961.0
13:50,36189,36383,36092.0
13:55,36189,36383,36267.0
14:00,36189,36383,36346.0
14:05,38786,36881,36422.0
14:10,38786,36881,36568.0
14:15,38786,36881,36727.0
14:20,38786,37255,36804.0
14:25,38786,37255,36992.0
14:30,38786,37255,37097.0
14:35,38786,37584,37206.0
14:40,38786,37584,37339.0
14:45,38786,37584,37466.0
14:50,38786,37863,37562.0
14:55,38786,37863,37691.0
15:00,38786,37863,37879.0
15:05,40528,38261,37972.0
15:10,40528,38261,38100.0
15:15,40528,38261,38266.0
15:20,40528,38652,38394.0
15:25,40528,38652,38540.0
15:30,40528,38652,38704.0
15:35,40528,39007,38782.0
15:40,40528,39007,38978.0
15:45,40528,39007,39077.0
15:50,40528,39278,39237.0
15:55,40528,39278,39383.0
16:00,40528,39278,39471.0
16:05,41425,39610,39349.0
16:10,41425,39610,39366.0
16:15,41425,39610,39434.0
16:20,41425,39803,39492.0
16:25,41425,39803,39665.0
16:30,41425,39803,39733.0
16:35,41425,39968,39838.0
16:40,41425,39968,39902.0
16:45,41425,39968,39968.0
16:50,41425,39954,40050.0
16:55,41425,39954,40130.0
17:00,41425,39954,40096.0
17:05,41862,40029,39985.0
17:10,41862,40029,39873.0
17:15,41862,40029,39954.0
17:20,41862,40017,40021.0
17:25,41862,40017,40096.0
17:30,41862,40017,40138.0
17:35,41862,39921,40139.0
17:40,41862,39921,40136.0
17:45,41862,39921,40174.0
17:50,41862,39768,40153.0
17:55,41862,39768,40135.0
18:00,41862,39768,40084.0
18:05,40906,39499,39812.0
18:10,40906,39499,39645.0
18:15,40906,39499,39565.0
18:20,40906,39218,39405.0
18:25,40906,39218,39371.0
18:30,40906,39218,39265.0
18:35,40906,38933,39143.0
18:40,40906,38933,39025.0
18:45,40906,38933,38888.0
18:50,40906,38599,38767.0
18:55,40906,38599,38627.0
19:00,40906,38599,38469.0
19:05,39624,38339,38243.0
19:10,39624,38339,38072.0
19:15,39624,38339,38028.0
19:20,39624,37984,37939.0
19:25,39624,37984,37889.0
19:30,39624,37984,37808.0
19:35,39624,37582,37752.0
19:40,39624,37582,37643.0
19:45,39624,37582,37585.0
19:50,39624,37096,37423.0
19:55,39624,37096,37268.0
20:00,39624,37096,37178.0
20:05,37962,36562,37076.0
20:10,37962,36562,36954.0
20:15,37962,36562,36762.0
20:20,37962,36154,36592.0
20:25,37962,36154,36402.0
20:30,37962,36154,36240.0
20:35,37962,35587,36096.0
20:40,37962,35587,35933.0
20:45,37962,35587,35783.0
20:50,37962,35182,35598.0
20:55,37962,35182,35420.0
21:00,37962,35182,35257.0
21:05,35878,34680,35150.0
21:10,35878,34680,34985.0
21:15,35878,34680,34856.0
21:20,35878,34201,34674.0
21:25,35878,34201,34490.0
21:30,35878,34201,34360.0
21:35,35878,33632,34214.0
21:40,35878,33632,33988.0
21:45,35878,33632,33863.0
21:50,35878,32987,33680.0
21:55,35878,32987,33477.0
22:00,35878,32987,33250.0
22:05,33133,32436,32955.0
22:10,33133,32436,32849.0
22:15,33133,32436,32618.0
22:20,33133,31839,32446.0
22:25,33133,31839,32287.0
22:30,33133,31839,32105.0
22:35,33133,31253,31714.0
22:40,33133,31253,31567.0
22:45,33133,31253,31397.0
22:50,33133,30565,31206.0
22:55,33133,30565,30956.0
23:00,33133,30565,30762.0
23:05,30564,30052,30561.0
23:10,30564,30052,30400.0
23:15,30564,30052,30138.0
23:20,30564,29508,29878.0
23:25,30564,29508,29688.0
23:30,30564,29508,29501.0
23:35,30564,28906,29300.0
23:40,30564,28906,29145.0
23:45,30564,28906,28956.0
23:50,30564,28424,28725.0
23:55,30564,28424,28539.0
