Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,21731,21554,21534.0
00:05,20808,21352,21531.0
00:10,20808,21352,21464.0
00:15,20808,21352,21395.0
00:20,20808,21166,21326.0
00:25,20808,21166,21225.0
00:30,20808,21166,21173.0
00:35,20808,20954,21093.0
00:40,20808,20954,21045.0
00:45,20808,20954,20989.0
00:50,20808,20763,20903.0
00:55,20808,20763,20862.0
01:00,20808,20763,20745.0
01:05,20079,20624,20748.0
01:10,20079,20624,20684.0
01:15,20079,20624,20616.0
01:20,20079,20477,20548.0
01:25,20079,20477,20481.0
01:30,20079,20477,20441.0
01:35,20079,20275,20395.0
01:40,20079,20275,20380.0
01:45,20079,20275,20276.0
01:50,20079,20156,20258.0
01:55,20079,20156,20224.0
02:00,20079,20156,20165.0
02:05,19706,20071,20169.0
02:10,19706,20071,20190.0
02:15,19706,20071,20183.0
02:20,19706,19988,20129.0
02:25,19706,19988,20144.0
02:30,19706,19988,20138.0
02:35,19706,19998,20125.0
02:40,19706,19998,20127.0
02:45,19706,19998,20134.0
02:50,19706,20072,20137.0
02:55,19706,20072,20070.0
03:00,19706,20072,20081.0
03:05,19589,20067,20083.0
03:10,19589,20067,20116.0
03:15,19589,20067,20105.0
03:20,19589,20090,20096.0
03:25,19589,20090,20098.0
03:30,19589,20090,20142.0
03:35,19589,20146,20126.0
03:40,19589,20146,20135.0
03:45,19589,20146,20138.0
03:50,19589,20296,20153.0
03:55,19589,20296,20143.0
04:00,19589,20296,20178.0
04:05,20036,20452,20274.0
04:10,20036,20452,20375.0
04:15,20036,20452,20407.0
04:20,20036,20584,20459.0
04:25,20036,20584,20522.0
04:30,20036,20584,20573.0
04:35,20036,20778,20637.0
04:40,20036,20778,20648.0
04:45,20036,20778,20733.0
04:50,20036,21190,20799.0
04:55,20036,21190,20861.0
05:00,20036,21190,20992.0
05:05,21389,21587,21208.0
05:10,21389,21587,21388.0
05:15,21389,21587,21559.0
05:20,21389,21938,21623.0
05:25,21389,21938,21728.0
05:30,21389,21938,21816.0
05:35,21389,22284,21950.0
05:40,21389,22284,22102.0
05:45,21389,22284,22187.0
05:50,21389,22963,22309.0
05:55,21389,22963,22430.0
06:00,21389,22963,22557.0
06:05,23261,23449,22936.0
06:10,23261,23449,23207.0
06:15,23261,23449,23418.0
06:20,23261,23778,23584.0
06:25,23261,23778,23622.0
06:30,23261,23778,23658.0
06:35,23261,24026,23763.0
06:40,23261,24026,23873.0
06:45,23261,24026,23933.0
06:50,23261,24278,23964.0
06:55,23261,24278,24002.0
07:00,23261,24278,24078.0
07:05,23923,24466,24223.0
07:10,23923,24466,24399.0
07:15,23923,24466,24408.0
07:20,23923,24472,24454.0
07:25,23923,24472,24480.0
07:30,23923,24472,24406.0
07:35,23923,24449,24443.0
07:40,23923,24449,24440.0
07:45,23923,24449,24426.0
07:50,23923,24395,24416.0
07:55,23923,24395,24365.0
08:00,23923,24395,24324.0
08:05,23731,24327,24328.0
08:10,23731,24327,24387.0
08:15,23731,24327,24307.0
08:20,23731,24130,24354.0
08:25,23731,24130,24308.0
08:30,23731,24130,24183.0
08:35,23731,23986,24170.0
08:40,23731,23986,24029.0
08:45,23731,23986,24079.0
08:50,23731,23776,23822.0
08:55,23731,23776,23695.0
09:00,23731,23776,23647.0
09:05,23158,23517,23629.0
09:10,23158,23517,23568.0
09:15,23158,23517,23444.0
09:20,23158,23299,23416.0
09:25,23158,23299,23392.0
09:30,23158,23299,23388.0
09:35,23158,23086,23302.0
09:40,23158,23086,23251.0
09:45,23158,23086,23116.0
09:50,23158,22978,23025.0
09:55,23158,22978,22958.0
10:00,23158,22978,22959.0
10:05,22687,22767,22940.0
10:10,22687,22767,22934.0
10:15,22687,22767,23012.0
10:20,22687,22769,22957.0
10:25,22687,22769,22978.0
10:30,22687,22769,22981.0
10:35,22687,22820,22984.0
10:40,22687,22820,22932.0
10:45,22687,22820,22958.0
10:50,22687,22884,22909.0
10:55,22687,22884,22976.0
11:00,22687,22884,22924.0
11:05,22581,22911,23126.0
11:10,22581,22911,22984.0
11:15,22581,22911,23101.0
11:20,22581,23057,23046.0
11:25,22581,23057,23014.0
11:30,22581,23057,22939.0
11:35,22581,23122,22967.0
11:40,22581,23122,23066.0
11:45,22581,23122,22864.0
11:50,22581,23030,22880.0
11:55,22581,23030,22918.0
12:00,22581,23030,22878.0
12:05,22749,23041,22971.0
12:10,22749,23041,22988.0
12:15,22749,23041,22947.0
12:20,22749,22935,22947.0
12:25,22749,22935,23007.0
12:30,22749,22935,23024.0
12:35,22749,23090,23047.0
12:40,22749,23090,23006.0
12:45,22749,23090,22993.0
12:50,22749,23145,22966.0
12:55,22749,23145,22995.0
13:00,22749,23145,23055.0
13:05,23220,23193,23107.0
13:10,23220,23193,22998.0
13:15,23220,23193,23077.0
13:20,23220,23310,23090.0
13:25,23220,23310,23211.0
13:30,23220,23310,23330.0
13:35,23220,23244,23338.0
13:40,23220,23244,23357.0
13:45,23220,23244,23394.0
13:50,23220,23605,23471.0
13:55,23220,23605,23480.0
14:00,23220,23605,23536.0
14:05,23647,23735,23545.0
14:10,23647,23735,23610.0
14:15,23647,23735,23680.0
14:20,23647,23948,23773.0
14:25,23647,23948,23836.0
14:30,23647,23948,23867.0
14:35,23647,24174,23934.0
14:40,23647,24174,23923.0
14:45,23647,24174,23990.0
14:50,23647,24326,24096.0
14:55,23647,24326,24134.0
15:00,23647,24326,24151.0
15:05,24557,24500,24223.0
15:10,24557,24500,24225.0
15:15,24557,24500,24388.0
15:20,24557,24721,24447.0
15:25,24557,24721,24553.0
15:30,24557,24721,24582.0
15:35,24557,24935,24601.0
15:40,24557,24935,24699.0
15:45,24557,24935,24804.0
15:50,24557,25117,24884.0
15:55,24557,25117,24990.0
16:00,24557,25117,24993.0
16:05,25782,25397,24884.0
16:10,25782,25397,24911.0
16:15,25782,25397,25022.0
16:20,25782,25547,25138.0
16:25,25782,25547,25315.0
16:30,25782,25547,25410.0
16:35,25782,26237,25648.0
16:40,25782,26237,25832.0
16:45,25782,26237,26049.0
16:50,25782,26977,26313.0
16:55,25782,26977,26561.0
17:00,25782,26977,26787.0
17:05,27735,27565,26881.0
17:10,27735,27565,27018.0
17:15,27735,27565,27187.0
17:20,27735,27690,27290.0
17:25,27735,27690,27430.0
17:30,27735,27690,27515.0
17:35,27735,27547,27527.0
17:40,27735,27547,27574.0
17:45,27735,27547,27578.0
17:50,27735,27420,27600.0
17:55,27735,27420,27521.0
18:00,27735,27420,27517.0
18:05,27537,27223,27418.0
18:10,27537,27223,27343.0
18:15,27537,27223,27333.0
18:20,27537,27117,27290.0
18:25,27537,27117,27300.0
18:30,27537,27117,27242.0
