Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,21910,21817,21622.0
00:05,20683,21393,21551.0
00:10,20683,21393,21490.0
00:15,20683,21393,21417.0
00:20,20683,21344,21317.0
00:25,20683,21344,21195.0
00:30,20683,21344,21067.0
00:35,20683,21109,21029.0
00:40,20683,21109,20920.0
00:45,20683,21109,20885.0
00:50,20683,20757,20818.0
00:55,20683,20757,20724.0
01:00,20683,20757,20614.0
01:05,19935,20544,20554.0
01:10,19935,20544,20473.0
01:15,19935,20544,20436.0
01:20,19935,20358,20317.0
01:25,19935,20358,20298.0
01:30,19935,20358,20214.0
01:35,19935,20118,20149.0
01:40,19935,20118,20075.0
01:45,19935,20118,20021.0
01:50,19935,19933,19922.0
01:55,19935,19933,19864.0
02:00,19935,19933,19839.0
02:05,19373,19801,19833.0
02:10,19373,19801,19782.0
02:15,19373,19801,19727.0
02:20,19373,19642,19680.0
02:25,19373,19642,19606.0
02:30,19373,19642,19532.0
02:35,19373,19556,19514.0
02:40,19373,19556,19494.0
02:45,19373,19556,19475.0
02:50,19373,19392,19403.0
02:55,19373,19392,19372.0
03:00,19373,19392,19384.0
03:05,19178,19380,19346.0
03:10,19178,19380,19339.0
03:15,19178,19380,19329.0
03:20,19178,19311,19305.0
03:25,19178,19311,19294.0
03:30,19178,19311,19288.0
03:35,19178,19280,19285.0
03:40,19178,19280,19294.0
03:45,19178,19280,19298.0
03:50,19178,19295,19249.0
03:55,19178,19295,19208.0
04:00,19178,19295,19244.0
04:05,19522,19483,19353.0
04:10,19522,19483,19411.0
04:15,19522,19483,19411.0
04:20,19522,19514,19381.0
04:25,19522,19514,19425.0
04:30,19522,19514,19432.0
04:35,19522,19638,19540.0
04:40,19522,19638,19589.0
04:45,19522,19638,19626.0
04:50,19522,19697,19667.0
04:55,19522,19697,19660.0
05:00,19522,19697,19725.0
05:05,20414,20116,19910.0
05:10,20414,20116,20011.0
05:15,20414,20116,20153.0
05:20,20414,20314,20211.0
05:25,20414,20314,20310.0
05:30,20414,20314,20393.0
05:35,20414,20382,20465.0
05:40,20414,20382,20425.0
05:45,20414,20382,20369.0
05:50,20414,20364,20387.0
05:55,20414,20364,20432.0
06:00,20414,20364,20493.0
06:05,21219,20814,20639.0
06:10,21219,20814,20805.0
06:15,21219,20814,20881.0
06:20,21219,20986,20928.0
06:25,21219,20986,20936.0
06:30,21219,20986,20889.0
06:35,21219,21149,20982.0
06:40,21219,21149,21109.0
06:45,21219,21149,21123.0
06:50,21219,21247,21123.0
06:55,21219,21247,21085.0
07:00,21219,21247,21113.0
07:05,21694,21437,21304.0
07:10,21694,21437,21380.0
07:15,21694,21437,21423.0
07:20,21694,21373,21386.0
07:25,21694,21373,21445.0
07:30,21694,21373,21472.0
07:35,21694,21366,21466.0
07:40,21694,21366,21300.0
07:45,21694,21366,21239.0
07:50,21694,21335,21294.0
07:55,21694,21335,21287.0
08:00,21694,21335,21309.0
08:05,21432,21299,21351.0
08:10,21432,21299,21385.0
08:15,21432,21299,21359.0
08:20,21432,21222,21188.0
08:25,21432,21222,21207.0
08:30,21432,21222,21202.0
08:35,21432,21156,21151.0
08:40,21432,21156,21194.0
08:45,21432,21156,21140.0
08:50,21432,21051,21008.0
08:55,21432,21051,20993.0
09:00,21432,21051,20965.0
09:05,20820,20975,20960.0
09:10,20820,20975,20957.0
09:15,20820,20975,20918.0
09:20,20820,20812,20811.0
09:25,20820,20812,20742.0
09:30,20820,20812,20772.0
09:35,20820,20692,20752.0
09:40,20820,20692,20681.0
09:45,20820,20692,20620.0
09:50,20820,20541,20568.0
09:55,20820,20541,20622.0
10:00,20820,20541,20575.0
10:05,20495,20579,20579.0
10:10,20495,20579,20576.0
10:15,20495,20579,20601.0
10:20,20495,20462,20552.0
10:25,20495,20462,20479.0
10:30,20495,20462,20553.0
10:35,20495,20484,20605.0
10:40,20495,20484,20716.0
10:45,20495,20484,20581.0
10:50,20495,20404,20401.0
10:55,20495,20404,20464.0
11:00,20495,20404,20485.0
11:05,20445,20645,20526.0
11:10,20445,20645,20557.0
11:15,20445,20645,20566.0
11:20,20445,20431,20591.0
11:25,20445,20431,20541.0
11:30,20445,20431,20535.0
11:35,20445,20584,20699.0
11:40,20445,20584,20787.0
11:45,20445,20584,20718.0
11:50,20445,20600,20718.0
11:55,20445,20600,20726.0
12:00,20445,20600,20765.0
12:05,20719,20814,20706.0
12:10,20719,20814,20764.0
12:15,20719,20814,20785.0
12:20,20719,20873,20900.0
12:25,20719,20873,20957.0
12:30,20719,20873,20976.0
12:35,20719,20957,21046.0
12:40,20719,20957,21096.0
12:45,20719,20957,21137.0
12:50,20719,21177,21184.0
12:55,20719,21177,21224.0
13:00,20719,21177,21277.0
13:05,21287,21363,21278.0
13:10,21287,21363,21285.0
13:15,21287,21363,21427.0
13:20,21287,21519,21510.0
