Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,23110,22519,22402.0
00:05,21936,22296,22239.0
00:10,21936,22296,22130.0
00:15,21936,22296,22063.0
00:20,21936,21765,21962.0
00:25,21936,21765,21841.0
00:30,21936,21765,21743.0
00:35,21936,21484,21640.0
00:40,21936,21484,21554.0
00:45,21936,21484,21441.0
00:50,21936,21128,21356.0
00:55,21936,21128,21284.0
01:00,21936,21128,21287.0
01:05,20936,20885,21157.0
01:10,20936,20885,21082.0
01:15,20936,20885,21006.0
01:20,20936,20743,20928.0
01:25,20936,20743,20861.0
01:30,20936,20743,20776.0
01:35,20936,20511,20730.0
01:40,20936,20511,20671.0
01:45,20936,20511,20598.0
01:50,20936,20346,20541.0
01:55,20936,20346,20475.0
02:00,20936,20346,20403.0
02:05,20221,20219,20394.0
02:10,20221,20219,20374.0
02:15,20221,20219,20332.0
02:20,20221,20108,20252.0
02:25,20221,20108,20203.0
02:30,20221,20108,20141.0
02:35,20221,19963,20108.0
02:40,20221,19963,20082.0
02:45,20221,19963,20023.0
02:50,20221,19868,19940.0
02:55,20221,19868,19900.0
03:00,20221,19868,19859.0
03:05,19754,19740,19886.0
03:10,19754,19740,19857.0
03:15,19754,19740,19817.0
03:20,19754,19701,19785.0
03:25,19754,19701,19756.0
03:30,19754,19701,19699.0
03:35,19754,19602,19701.0
03:40,19754,19602,19661.0
03:45,19754,19602,19633.0
03:50,19754,19578,19600.0
03:55,19754,19578,19580.0
04:00,19754,19578,19521.0
04:05,19528,19540,19541.0
04:10,19528,19540,19554.0
04:15,19528,19540,19537.0
04:20,19528,19487,19540.0
04:25,19528,19487,19532.0
04:30,19528,19487,19513.0
04:35,19528,19470,19496.0
04:40,19528,19470,19473.0
04:45,19528,19470,19492.0
04:50,19528,19524,19465.0
04:55,19528,19524,19462.0
05:00,19528,19524,19476.0
05:05,19529,19578,19488.0
05:10,19529,19578,19536.0
05:15,19529,19578,19541.0
05:20,19529,19563,19583.0
05:25,19529,19563,19612.0
05:30,19529,19563,19634.0
05:35,19529,19518,19655.0
05:40,19529,19518,19651.0
05:45,19529,19518,19653.0
05:50,19529,19510,19637.0
05:55,19529,19510,19581.0
06:00,19529,19510,19523.0
06:05,19154,19384,19635.0
06:10,19154,19384,19689.0
06:15,19154,19384,19660.0
06:20,19154,19417,19612.0
06:25,19154,19417,19562.0
06:30,19154,19417,19531.0
06:35,19154,19479,19550.0
06:40,19154,19479,19604.0
06:45,19154,19479,19545.0
06:50,19154,19577,19559.0
06:55,19154,19577,19553.0
07:00,19154,19577,19497.0
07:05,18913,19555,19635.0
07:10,18913,19555,19703.0
07:15,18913,19555,19688.0
07:20,18913,19527,19703.0
07:25,18913,19527,19715.0
07:30,18913,19527,19701.0
07:35,18913,19530,19658.0
07:40,18913,19530,19595.0
07:45,18913,19530,19571.0
07:50,18913,19537,19554.0
07:55,18913,19537,19509.0
08:00,18913,19537,19485.0
08:05,18663,19463,19429.0
08:10,18663,19463,19409.0
08:15,18663,19463,19429.0
08:20,18663,19254,19412.0
08:25,18663,19254,19387.0
08:30,18663,19254,19384.0
08:35,18663,19170,19364.0
08:40,18663,19170,19337.0
08:45,18663,19170,19298.0
08:50,18663,19200,19255.0
08:55,18663,19200,19214.0
09:00,18663,19200,19230.0
09:05,18166,19095,19196.0
09:10,18166,19095,19067.0
09:15,18166,19095,18981.0
09:20,18166,18932,18969.0
09:25,18166,18932,18938.0
09:30,18166,18932,18923.0
09:35,18166,18741,18924.0
09:40,18166,18741,18823.0
09:45,18166,18741,18826.0
09:50,18166,18672,18757.0
09:55,18166,18672,18793.0
10:00,18166,18672,18729.0
10:05,17683,18611,18651.0
10:10,17683,18611,18651.0
10:15,17683,18611,18550.0
10:20,17683,18463,18552.0
10:25,17683,18463,18479.0
10:30,17683,18463,18446.0
10:35,17683,18407,18373.0
10:40,17683,18407,18346.0
10:45,17683,18407,18333.0
10:50,17683,18267,18291.0
10:55,17683,18267,18315.0
11:00,17683,18267,18274.0
11:05,17546,18326,18209.0
11:10,17546,18326,18212.0
11:15,17546,18326,18111.0
11:20,17546,18228,18022.0
11:25,17546,18228,17937.0
11:30,17546,18228,17751.0
11:35,17546,18006,17643.0
11:40,17546,18006,17621.0
11:45,17546,18006,17555.0
11:50,17546,17649,17523.0
11:55,17546,17649,17439.0
12:00,17546,17649,17364.0
12:05,17913,17563,17273.0
12:10,17913,17563,17235.0
12:15,17913,17563,17354.0
12:20,17913,17386,17259.0
12:25,17913,17386,17146.0
12:30,17913,17386,17091.0
12:35,17913,17276,17074.0
12:40,17913,17276,17051.0
12:45,17913,17276,17056.0
12:50,17913,17203,17072.0
12:55,17913,17203,17028.0
13:00,17913,17203,17049.0
13:05,18595,17286,17135.0
13:10,18595,17286,17143.0
13:15,18595,17286,17172.0
13:20,18595,17426,17178.0
13:25,18595,17426,17232.0
13:30,18595,17426,17272.0
13:35,18595,17550,17311.0
13:40,18595,17550,17343.0
13:45,18595,17550,17389.0
13:50,18595,17740,17435.0
13:55,18595,17740,17501.0
14:00,18595,17740,17567.0
14:05,19566,17886,17583.0
14:10,19566,17886,17648.0
14:15,19566,17886,17734.0
14:20,19566,18094,17829.0
14:25,19566,18094,17927.0
14:30,19566,18094,17981.0
14:35,19566,18404,18082.0
14:40,19566,18404,18174.0
14:45,19566,18404,18266.0
14:50,19566,18730,18413.0
14:55,19566,18730,18550.0
15:00,19566,18730,18657.0
15:05,20804,19089,18777.0
15:10,20804,19089,18905.0
15:15,20804,19089,19049.0
15:20,20804,19428,19179.0
15:25,20804,19428,19370.0
15:30,20804,19428,19567.0
15:35,20804,19936,19695.0
15:40,20804,19936,19798.0
15:45,20804,19936,19918.0
15:50,20804,20484,20060.0
15:55,20804,20484,20292.0
16:00,20804,20484,20447.0
16:05,22471,20947,20614.0
16:10,22471,20947,20706.0
16:15,22471,20947,20826.0
16:20,22471,21444,20949.0
16:25,22471,21444,21100.0
16:30,22471,21444,21219.0
16:35,22471,21862,21404.0
16:40,22471,21862,21630.0
16:45,22471,21862,21762.0
16:50,22471,22443,21916.0
16:55,22471,22443,22020.0
17:00,22471,22443,22210.0
17:05,24199,22847,22454.0
17:10,24199,22847,22606.0
17:15,24199,22847,22718.0
17:20,24199,23413,22787.0
17:25,24199,23413,22944.0
17:30,24199,23413,23184.0
17:35,24199,23635,23224.0
17:40,24199,23635,23388.0
17:45,24199,23635,23565.0
17:50,24199,23947,23645.0
17:55,24199,23947,23791.0
18:00,24199,23947,23954.0
18:05,25337,24278,24055.0
18:10,25337,24278,24211.0
18:15,25337,24278,24318.0
18:20,25337,24596,24414.0
18:25,25337,24596,24505.0
18:30,25337,24596,24607.0
18:35,25337,24854,24718.0
18:40,25337,24854,24797.0
18:45,25337,24854,24918.0
18:50,25337,25115,25002.0
18:55,25337,25115,25076.0
19:00,25337,25115,25137.0
19:05,25926,25273,25147.0
19:10,25926,25273,25258.0
19:15,25926,25273,25254.0
19:20,25926,25453,25269.0
19:25,25926,25453,25325.0
19:30,25926,25453,25419.0
19:35,25926,25676,25470.0
19:40,25926,25676,25521.0
19:45,25926,25676,25581.0
19:50,25926,25978,25671.0
19:55,25926,25978,25787.0
20:00,25926,25978,25884.0
20:05,26428,26122,25931.0
20:10,26428,26122,25982.0
20:15,26428,26122,26031.0
20:20,26428,26061,26056.0
20:25,26428,26061,26064.0
20:30,26428,26061,26072.0
20:35,26428,25850,26059.0
20:40,26428,25850,26001.0
20:45,26428,25850,26038.0
20:50,26428,25682,25999.0
20:55,26428,25682,25969.0
21:00,26428,25682,25862.0
21:05,25428,25571,25930.0
21:10,25428,25571,25945.0
21:15,25428,25571,25865.0
21:20,25428,25486,25789.0
21:25,25428,25486,25725.0
21:30,25428,25486,25671.0
21:35,25428,25157,25575.0
21:40,25428,25157,25442.0
21:45,25428,25157,25315.0
21:50,25428,24782,25197.0
21:55,25428,24782,25057.0
22:00,25428,24782,24919.0
22:05,23743,24426,24699.0
22:10,23743,24426,24499.0
22:15,23743,24426,24394.0
22:20,23743,23913,24247.0
22:25,23743,23913,24120.0
22:30,23743,23913,23963.0
22:35,23743,23431,23805.0
22:40,23743,23431,23626.0
22:45,23743,23431,23506.0
22:50,23743,22925,23310.0
22:55,23743,22925,23175.0
23:00,23743,22925,23022.0
23:05,22116,22536,22888.0
23:10,22116,22536,22681.0
23:15,22116,22536,22577.0
23:20,22116,22198,22446.0
23:25,22116,22198,22384.0
23:30,22116,22198,22266.0
23:35,22116,21883,22133.0
23:40,22116,21883,21938.0
23:45,22116,21883,21829.0
23:50,22116,21582,21740.0
23:55,22116,21582,21618.0
