Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,21787,20912,20831.0
00:05,20378,20690,20791.0
00:10,20378,20690,20723.0
00:15,20378,20690,20592.0
00:20,20378,20430,20560.0
00:25,20378,20430,20467.0
00:30,20378,20430,20378.0
00:35,20378,20192,20331.0
00:40,20378,20192,20264.0
00:45,20378,20192,20208.0
00:50,20378,19989,20146.0
00:55,20378,19989,20049.0
01:00,20378,19989,20008.0
01:05,19622,19778,19942.0
01:10,19622,19778,19921.0
01:15,19622,19778,19875.0
01:20,19622,19659,19803.0
01:25,19622,19659,19746.0
01:30,19622,19659,19684.0
01:35,19622,19503,19630.0
01:40,19622,19503,19591.0
01:45,19622,19503,19547.0
01:50,19622,19397,19500.0
01:55,19622,19397,19452.0
02:00,19622,19397,19447.0
02:05,19146,19294,19381.0
02:10,19146,19294,19359.0
02:15,19146,19294,19340.0
02:20,19146,19199,19322.0
02:25,19146,19199,19297.0
02:30,19146,19199,19244.0
02:35,19146,19181,19273.0
02:40,19146,19181,19234.0
02:45,19146,19181,19201.0
02:50,19146,19151,19183.0
02:55,19146,19151,19162.0
03:00,19146,19151,19133.0
03:05,19054,19135,19140.0
03:10,19054,19135,19139.0
03:15,19054,19135,19121.0
03:20,19054,19109,19109.0
03:25,19054,19109,19113.0
03:30,19054,19109,19109.0
03:35,19054,19113,19106.0
03:40,19054,19113,19114.0
03:45,19054,19113,19108.0
03:50,19054,19217,19074.0
03:55,19054,19217,19103.0
04:00,19054,19217,19100.0
04:05,19440,19343,19227.0
04:10,19440,19343,19298.0
04:15,19440,19343,19349.0
04:20,19440,19477,19361.0
04:25,19440,19477,19410.0
04:30,19440,19477,19441.0
04:35,19440,19655,19512.0
04:40,19440,19655,19579.0
04:45,19440,19655,19597.0
04:50,19440,20016,19629.0
04:55,19440,20016,19722.0
05:00,19440,20016,19767.0
05:05,20750,20335,19989.0
05:10,20750,20335,20148.0
05:15,20750,20335,20229.0
05:20,20750,20631,20350.0
05:25,20750,20631,20418.0
05:30,20750,20631,20484.0
05:35,20750,20950,20585.0
05:40,20750,20950,20714.0
05:45,20750,20950,20812.0
05:50,20750,21587,20889.0
05:55,20750,21587,21030.0
06:00,20750,21587,21187.0
06:05,23049,22073,21496.0
06:10,23049,22073,21779.0
06:15,23049,22073,21957.0
06:20,23049,22438,22104.0
06:25,23049,22438,22228.0
06:30,23049,22438,22370.0
06:35,23049,22918,22510.0
06:40,23049,22918,22673.0
06:45,23049,22918,22829.0
06:50,23049,23315,22954.0
06:55,23049,23315,23092.0
07:00,23049,23315,23146.0
07:05,24102,23497,23345.0
07:10,24102,23497,23575.0
07:15,24102,23497,23657.0
07:20,24102,23582,23745.0
07:25,24102,23582,23768.0
07:30,24102,23582,23826.0
07:35,24102,23684,23849.0
07:40,24102,23684,23860.0
07:45,24102,23684,23909.0
07:50,24102,23885,23942.0
07:55,24102,23885,23947.0
08:00,24102,23885,23986.0
08:05,23570,24086,24066.0
08:10,23570,24086,24068.0
08:15,23570,24086,24091.0
08:20,23570,23933,24014.0
