Time,Day ahead forecast,Hour ahead forecast,Current demand
00:00,24469,23280,23250.0
00:05,23188,23002,23190.0
00:10,23188,23002,23174.0
00:15,23188,23002,23076.0
00:20,23188,22757,22945.0
00:25,23188,22757,22883.0
00:30,23188,22757,22784.0
00:35,23188,22448,22665.0
00:40,23188,22448,22600.0
00:45,23188,22448,22453.0
00:50,23188,22177,22403.0
00:55,23188,22177,22271.0
01:00,23188,22177,22185.0
01:05,22058,21968,22163.0
01:10,22058,21968,22128.0
01:15,22058,21968,22042.0
01:20,22058,21762,21972.0
01:25,22058,21762,21923.0
01:30,22058,21762,21831.0
01:35,22058,21556,21746.0
01:40,22058,21556,21680.0
01:45,22058,21556,21604.0
01:50,22058,21410,21570.0
01:55,22058,21410,21533.0
02:00,22058,21410,21482.0
02:05,21311,21332,21450.0
02:10,21311,21332,21444.0
02:15,21311,21332,21398.0
02:20,21311,21213,21345.0
02:25,21311,21213,21311.0
02:30,21311,21213,21241.0
02:35,21311,21109,21203.0
02:40,21311,21109,21145.0
02:45,21311,21109,21096.0
02:50,21311,21054,21040.0
02:55,21311,21054,21035.0
03:00,21311,21054,21002.0
03:05,20924,21001,20974.0
03:10,20924,21001,20992.0
03:15,20924,21001,20957.0
03:20,20924,20936,20917.0
03:25,20924,20936,20895.0
03:30,20924,20936,20907.0
03:35,20924,20879,20868.0
03:40,20924,20879,20883.0
03:45,20924,20879,20838.0
03:50,20924,21003,20843.0
03:55,20924,21003,20847.0
04:00,20924,21003,20835.0
04:05,21182,21108,20895.0
04:10,21182,21108,21030.0
04:15,21182,21108,21068.0
04:20,21182,21171,21120.0
04:25,21182,21171,21140.0
04:30,21182,21171,21148.0
04:35,21182,21332,21198.0
04:40,21182,21332,21246.0
04:45,21182,21332,21245.0
04:50,21182,21665,21294.0
04:55,21182,21665,21352.0
05:00,21182,21665,21430.0
05:05,22191,21967,21606.0
05:10,22191,21967,21790.0
05:15,22191,21967,21883.0
05:20,22191,22275,21974.0
05:25,22191,22275,22026.0
05:30,22191,22275,22147.0
05:35,22191,22534,22246.0
05:40,22191,22534,22379.0
05:45,22191,22534,22470.0
05:50,22191,23226,22541.0
05:55,22191,23226,22636.0
06:00,22191,23226,22795.0
06:05,23732,23679,23109.0
06:10,23732,23679,23399.0
06:15,23732,23679,23556.0
06:20,23732,23905,23694.0
06:25,23732,23905,23768.0
06:30,23732,23905,23803.0
06:35,23732,23963,23910.0
06:40,23732,23963,23951.0
