Date,Sources,Demands
2019-01-01,0.9178580550534379,0.9060247714862801
2019-01-02,-0.8087516176511804,0.3188264896200874
2019-01-03,0.07254466597108576,-0.20276119297460277
2019-01-04,-0.047568613082060306,-0.1696121132209708
2019-01-05,-0.6233372229901687,-0.9765371812737482
2019-01-06,-0.15913125121279448,-0.2741745251490231
2019-01-07,-0.24317173172282738,-0.5698804908791281
2019-01-08,-0.4418516047578646,-0.816654564613625
2019-01-09,-0.42632344621968893,-0.7938422001214166
2019-01-10,-0.2750822925032087,-0.6071454891993413
2019-01-11,-0.4332520152801041,-0.8457811992277092
2019-01-12,-0.28118752208885234,-0.5467894126469791
2019-01-13,0.12359358223487818,0.10336594426007549
2019-01-14,-0.6354465229518844,-1.0277697795712686
2019-01-15,-0.5703804463476805,-0.9432298728889764
2019-01-16,-0.5663701760602258,-1.0514791689171357
2019-01-17,-0.6901732903936482,-1.1980933571886414
2019-01-18,-0.4600234037173656,-0.8185651872503847
2019-01-19,-0.2507080231746828,-0.33105028904172384
2019-01-20,-0.2755189782476441,-0.35864649066168014
2019-01-21,-0.09003818130208911,-0.18725035183022024
2019-01-22,-0.23742575926095616,-0.3100151894993283
2019-01-23,-0.2074752872369827,-0.22044026959117394
2019-01-24,-0.30316925436552855,-0.3752079293376235
2019-01-25,-0.31947220346222077,-0.5561639037300049
2019-01-26,-0.38645319350992235,-0.43579906190954365
2019-01-27,0.05248775424266999,0.15989074136628198
2019-01-28,-0.447018784586442,-0.7773705569424836
2019-01-29,-0.4172595710592473,-0.7646779136700006
2019-01-30,-0.27718687379522977,-0.6092980802241842
2019-01-31,-0.583011716180731,-1.0736034252575632
2019-02-01,-0.4998982822112615,-1.0012612275340154
2019-02-02,-0.673842372189132,-1.1938877373343633
2019-02-03,-0.7257407539787297,-1.100121884127602
2019-02-04,-0.5699224697154073,-1.1151979310383922
2019-02-05,-0.3872679846807602,-0.8421691955366489
2019-02-06,-0.445155494921739,-0.6056838342885531
2019-02-07,-0.3644285128465011,-0.5371519526852752
2019-02-08,-0.4784635382086643,-0.8059580439548689
2019-02-09,-0.5049656935891984,-0.8753944051287217
2019-02-10,-0.21984775854305313,-0.5614241463385142
2019-02-11,-0.2260522778125404,-0.3724268217117442
2019-02-12,-0.5221024696748033,-0.8960762873515196
2019-02-13,-0.687776111183212,-1.2313880369564965
2019-02-14,-0.6532458714874737,-1.2489803367925316
2019-02-15,-0.4611289579835751,-1.018627395009221
2019-02-16,-0.33352401582879476,-0.6178091512931214
2019-02-17,-0.24906951684692713,-0.4726607418310732
2019-02-18,-0.2877874658433307,-0.24158079102245056
2019-02-19,-0.37368486081857377,-0.42476363671652173
2019-02-20,-0.5686712587920252,-0.8840064794967343
2019-02-21,-0.4817169447118375,-0.7846089844991161
2019-02-22,-0.33548871269236114,-0.5215755067307756
2019-02-23,-0.36055317287689964,-0.5944327077660368
2019-02-24,0.06807554208753636,-0.0643924466598339
2019-02-25,-0.531114766737464,-0.8148748745053322
2019-02-26,-0.6254456409291311,-1.0566032689075895
2019-02-27,-0.6127993001295033,-1.033156422760572
2019-02-28,-0.4129919869242803,-0.8759441313825593
2019-03-01,-0.6642930934133746,-1.1316208547594988
2019-03-02,-0.7274311779416595,-1.268904905566924
2019-03-03,-0.4940902607910353,-0.8175590473769357
2019-03-04,-0.7049315490794058,-1.1155831488003696
2019-03-05,-0.6826635886411614,-1.2588843236072724
2019-03-06,-0.6610461206762894,-1.2543892844063942
2019-03-07,-0.5949630310076688,-1.1840582032199591
2019-03-08,-0.34849669291319524,-0.9337881249749705
2019-03-09,-0.4994342724753971,-0.9030277120618974
2019-03-10,-0.6485894113013216,-1.203774427036057
2019-03-11,-0.766577957455372,-1.2696823320825021
2019-03-12,-0.757202188567416,-1.2647448995345036
2019-03-13,-0.7445169405691432,-1.168010159046901
2019-03-14,-0.7684670096767686,-1.1490994210467234
2019-03-15,-0.7678724287640325,-1.1809891980581748
2019-03-16,-0.6415398452370091,-0.9731191790471891
2019-03-17,-0.42379261236394766,-0.6525476255688075
2019-03-18,-0.6285663035696568,-1.1018982212650912
2019-03-19,-0.6791715829459035,-1.2332972393052855
2019-03-20,-0.8174976643668139,-1.4153419541581633
2019-03-21,-0.82653723439028,-1.3653634312913319
2019-03-22,-0.8291435455617078,-1.353626539592764
2019-03-23,-0.7651263294106039,-1.228064123387826
2019-03-24,-0.5293667525064172,-0.7551545721233854
2019-03-25,-0.7704475160786604,-1.2591548423637096
2019-03-26,-0.7883486127925748,-1.272888683940725
2019-03-27,-0.7986228581427842,-1.3811382874152378
2019-03-28,-0.6979349490341865,-1.3227998711726088
2019-03-29,-0.7680465977702502,-1.2614669889869683
2019-03-30,-0.6105710989897941,-0.9381029700377618
2019-03-31,-0.3140934778822989,-0.4588861134012923
2019-04-01,-0.6655559086633008,-1.1268211437399027
2019-04-02,-0.7773831758837363,-1.337592640130275
2019-04-03,-0.8082176299982597,-1.3876983582075084
2019-04-04,-0.7934037076016023,-1.3697476120732412
2019-04-05,-0.7630274880170516,-1.4134954676177605
2019-04-06,-0.629839024203167,-1.1141946548842911
2019-04-07,-0.32209215181182643,-0.5888229876803013
2019-04-08,-0.6909100981660521,-1.0968304559984063
2019-04-09,-0.7277763148407695,-1.305443459512187
2019-04-10,-0.6199159074543326,-1.153014712080652
2019-04-11,-0.8260673421307043,-1.4214354808963994
2019-04-12,-0.7552857005244914,-1.2911581699078323
2019-04-13,-0.5843571723387312,-0.9653180136329922
2019-04-14,-0.3887359856009997,-0.7550962141248563
2019-04-15,-0.6647432639418929,-1.2280253156698477
2019-04-16,-0.8235231578823761,-1.404751106073138
2019-04-17,-0.662678268272046,-1.134830503346037
2019-04-18,-0.4118354145481151,-0.7471098906303729
2019-04-19,-0.6847442833217482,-1.0994541681479149
2019-04-20,-0.7535232268570178,-1.2002086194323134
2019-04-21,-0.5708183241246815,-0.9639571602183246
2019-04-22,-0.45671407760588234,-0.8723275951933542
2019-04-23,-0.4133576613466469,-0.6262072587266727
2019-04-24,-0.2365881051148443,-0.48029119138195914
2019-04-25,-0.39835705241561614,-0.6312040926531426
2019-04-26,-0.49957195635358803,-0.7781028240113399
2019-04-27,-0.620917437399644,-0.9145263596993136
2019-04-28,-0.5239404323805863,-0.725636621274919
2019-04-29,-0.8190694920445445,-1.3002959902409685
2019-04-30,-0.8275521861338367,-1.3542605199801052
2019-05-01,-0.7098327947461405,-1.1277558693599707
2019-05-02,-0.6541344373560886,-1.0908142884436485
2019-05-03,-0.6100409814770226,-1.0070876312818668
2019-05-04,-0.4382922364998879,-0.7985683868270633
2019-05-05,-0.3147483102845769,-0.7559161732594073
2019-05-06,-0.8149446025577128,-1.3005648750477448
2019-05-07,-0.8078491665685774,-1.2975724234618506
2019-05-08,-0.8214787005265974,-1.31792564704233
2019-05-09,-0.8254485332084072,-1.3564228077383822
2019-05-10,-0.7888976916475524,-1.3821908877282807
2019-05-11,-0.6531717413895486,-1.0594681187046242
2019-05-12,-0.18958688584433478,-0.4891496112773353
2019-05-13,-0.6955309174856029,-1.089939987890832
2019-05-14,-0.6382702835176962,-1.0033205911376633
2019-05-15,-0.8235697327927025,-1.3251332497126636
2019-05-16,-0.7856825474592212,-1.376952721436688
2019-05-17,-0.7800972156783146,-1.3721083380513937
2019-05-18,-0.8229139828626071,-1.2854571159215995
2019-05-19,-0.805750169012944,-1.3028659139682994
2019-05-20,-0.7824595456248097,-1.3313008272439246
2019-05-21,-0.8163430920933682,-1.3795122624326508
2019-05-22,-0.8243503346088276,-1.368902168446514
2019-05-23,-0.8399672347498219,-1.3708823992780594
2019-05-24,-0.7889608909580366,-1.2196518785492525
2019-05-25,-0.7153536701513525,-1.1923944276774738
2019-05-26,-0.7955654703120151,-1.3114583980521903
2019-05-27,-0.7006112931538717,-1.1342320038768716
2019-05-28,-0.7404007793657182,-1.222847934823654
2019-05-29,-0.6068395272651896,-0.9978271102696488
2019-05-30,-0.5602516871183943,-0.9425807682108034
2019-05-31,-0.5644812551601145,-0.9567495374714988
2019-06-01,-0.6949536281856327,-0.9663570469870559
2019-06-02,-0.6091698343558078,-0.7194200837375271
2019-06-03,-0.4415437280754296,-0.645108914547977
2019-06-04,-0.06601083736344587,-0.06781543300731502
2019-06-05,-0.09014353293089704,-0.1928170258090414
2019-06-06,-0.5188391741625034,-0.8884034923892499
2019-06-07,-0.676725194351764,-0.9947959872940448
2019-06-08,-0.2264137606995191,-0.03709168982700442
2019-06-09,1.1558281101664825,1.8872345655409333
2019-06-10,1.2582128093664255,1.4157891812259356
2019-06-11,0.542793257224965,0.7375508320175359
2019-06-12,0.08800034260278308,0.1258199907297049
2019-06-13,-0.4133063653826224,-0.3891334195841078
2019-06-14,-0.5340248583255075,-0.6533618716870229
2019-06-15,-0.3169745641664054,-0.5748380689406785
2019-06-16,-0.16019747524253858,-0.15212008497332796
2019-06-17,-0.4065025305633447,-0.6122529597754275
2019-06-18,-0.3159014589571405,-0.4366718052641932
2019-06-19,-0.25509927632722773,-0.17040585102541078
2019-06-20,-0.7142061720155185,-0.965154022136365
2019-06-21,-0.7087764213944079,-1.1409076532106308
2019-06-22,-0.08558823227994476,-0.027586622111245743
2019-06-23,0.6020283067619072,0.8568154622218712
2019-06-24,-0.02355129649809904,-0.07094935371777103
2019-06-25,-0.5675438015030887,-0.8369060801260071
2019-06-26,-0.5585217227491209,-0.8823291124042936
2019-06-27,-0.40125919066934573,-0.5997945375118571
2019-06-28,-0.37641105050683515,-0.5824105583425832
2019-06-29,-0.27085294500495766,-0.35374189893773883
2019-06-30,0.2406648035775269,0.39156910518068105
2019-07-01,-0.03293841214052877,0.04974639627939899
2019-07-02,-0.10668364073263303,-0.14024999092308585
2019-07-03,-0.2932672294060196,-0.47958203160861884
2019-07-04,0.028774788018075356,0.029555898873246125
2019-07-05,0.5174461052033703,0.38265422990598513
2019-07-06,0.2492994352773197,0.3492259578007904
2019-07-07,-0.05938133310859471,0.049422275702854214
2019-07-08,-0.48646270741900055,-0.6361933592676259
2019-07-09,0.006880009039518676,-0.04525636353638495
2019-07-10,0.11163607116451696,0.2708353672988846
2019-07-11,0.34017946222763273,0.547374091567028
2019-07-12,0.6578074423259835,0.9126707720638843
2019-07-13,0.7036265080851761,0.7642174634530292
2019-07-14,0.8308604727263716,1.2010930751007647
2019-07-15,0.6019133212305708,0.7195132098683984
2019-07-16,0.251790796876091,0.2312899474282157
2019-07-17,0.2672293262414443,0.3635187228827113
2019-07-18,0.15331382362381965,-0.018923985903537967
2019-07-19,0.07552985905311423,-0.10946004952407781
2019-07-20,0.16634692835574075,0.4026800153737713
2019-07-21,1.458576767030543,1.9872252304972071
2019-07-22,1.2873739940877438,1.5861171828670575
2019-07-23,0.4201047476737279,0.7318220654023614
2019-07-24,0.22882426483697504,0.724995905413576
2019-07-25,0.6540494047338424,0.7788129927566205
2019-07-26,0.36837146902331847,0.6811215588378852
2019-07-27,1.0919085970980626,1.9035925709610093
2019-07-28,0.8780510874339817,1.6000949713063766
2019-07-29,0.5756248508404679,0.7085901161489685
2019-07-30,0.2884619987907867,0.3768736600507459
2019-07-31,0.5422533887229933,0.7535188801450529
2019-08-01,0.5450306219202259,0.8185634398449744
2019-08-02,1.0166811507424556,1.4367716527642604
2019-08-03,0.934294823051708,1.3592718306031604
2019-08-04,1.5238819372703096,2.07259251595805
2019-08-05,0.7482498440473857,1.0465562350531379
2019-08-06,1.208676087659169,1.3807470165519424
2019-08-07,0.3773832603385428,0.41652851427774923
2019-08-08,0.03483881137547575,0.18919927177614349
2019-08-09,0.2684894317513129,0.20711531675910455
2019-08-10,0.09917987521251215,0.06619585523321819
2019-08-11,1.0822789039217313,1.4647060717016471
2019-08-12,0.9797027440562863,1.1770119659463294
2019-08-13,1.339584516942891,1.7577999244461533
2019-08-14,1.907057121808071,2.628308645190482
2019-08-15,1.707030621515723,2.3782943039932807
2019-08-16,0.6495132281462636,1.0994712698320999
2019-08-17,0.28800865022204164,0.5001481189195469
2019-08-18,0.9270788088168086,1.1856434473699997
2019-08-19,0.6985183826895938,0.8608575833618609
2019-08-20,1.011523533596822,1.1672228609488076
2019-08-21,1.723715299538707,2.179030504666127
2019-08-22,0.6898002246515674,0.8903557724070627
