Date,Sources,Demands
2019-01-01,-0.042450910958792235,-0.27228025896508057
2019-01-02,-0.043344980258720585,0.3048700648631483
2019-01-03,-0.019663915740630398,0.1594811382300618
2019-01-04,-0.028596314265719357,0.07712142876985924
2019-01-05,-0.032377734926671134,-0.2204253197717484
2019-01-06,-0.06254426402848241,-0.6988641761464898
2019-01-07,-0.05179271735628345,-0.4218304650441506
2019-01-08,-0.059987148282591066,-0.4925727900505893
2019-01-09,-0.052256874384224314,-0.4377791183404875
2019-01-10,-0.04405762984790324,-0.3103131970792465
2019-01-11,-0.05658924864345304,-0.4387293484632232
2019-01-12,-0.06195062629665455,-0.6392469481193006
2019-01-13,-0.061422593115135635,-0.6404708345641156
2019-01-14,-0.026162426257236828,-0.049061111579025464
2019-01-15,-0.04575904029110308,-0.21268283737736357
2019-01-16,-0.05624158492414872,-0.3526104559021276
2019-01-17,-0.037230426432311683,-0.04725297841884195
2019-01-18,-0.05931963927226369,-0.41864588139764103
2019-01-19,-0.06058830800810666,-0.6241701628440826
2019-01-20,-0.06759659372688372,-0.7113658684193859
2019-01-21,-0.05735783111045213,-0.5391704445622579
2019-01-22,-0.009605058213850881,0.5758183550735096
2019-01-23,-0.009694694697881982,0.6465826723565539
2019-01-24,-0.016641038790583276,0.5845052046340069
2019-01-25,-0.020514864164099478,0.36426923592319055
2019-01-26,-0.06672633427629607,-0.5374875372197385
2019-01-27,-0.0587685980146827,-0.5078478683603047
2019-01-28,-0.056748880979116796,-0.4899409023944603
2019-01-29,-0.05472505544066909,-0.45558490563414566
2019-01-30,-0.05219174338442344,-0.4253868615663616
2019-01-31,-0.05860330695200635,-0.49354140514825584
2019-02-01,-0.06196482321646079,-0.5637309679219881
2019-02-02,-0.0349932651203948,0.05098062286563661
2019-02-03,-0.047560604870182974,-0.5332079792437217
2019-02-04,-0.050990246396401984,-0.34838021228897487
2019-02-05,-0.0473824421803018,-0.30206192271937066
2019-02-06,0.02311720691007878,0.8079676878249358
2019-02-07,0.00837892552635845,0.9084480759985134
2019-02-08,-0.021281489292192445,0.22822766714737638
2019-02-09,-0.06425421293824013,-0.586259695505305
2019-02-10,-0.06859823353814279,-0.7217388604060537
2019-02-11,-0.001690894813428217,0.6541861421813651
2019-02-12,-0.04299039689545921,-0.03366992648195866
2019-02-13,-0.05181705103293169,-0.40646041305274183
2019-02-14,-0.040135462551466,-0.1262687010779091
2019-02-15,-0.05898303982983151,-0.5516971539598269
2019-02-16,-0.05022513881867982,-0.45853965099613797
2019-02-17,-0.06457451898813794,-0.5974721697517097
2019-02-18,-0.0513581193632391,-0.18839466603629734
2019-02-19,0.01948016375105519,1.4955821757219325
2019-02-20,-0.052870751888295764,-0.23590956382805103
2019-02-21,-0.03496158180516925,0.14312452229595185
2019-02-22,0.037406172523982775,1.5935387752553318
2019-02-23,-0.03722583622759205,0.11412350374504593
2019-02-24,-0.03240422928060181,-0.08914268380594165
2019-02-25,-0.05101485785476276,-0.29892183616609225
2019-02-26,-0.0655435114029294,-0.5772084413394772
2019-02-27,-0.04953461930263287,-0.3800571120039062
2019-02-28,-0.05644495975900368,-0.4730961933700997
2019-03-01,-0.057085629691491335,-0.47440164351189373
