Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,-41.0,4799.0,1016.0,285.0,220.0,163.0,14.0,1146.0,7036.0,582.0,-174.0,7040.0,0.0
00:05,-40.0,4838.0,1017.0,284.0,219.0,159.0,14.0,1147.0,7171.0,568.0,-215.0,6955.0,0.0
00:10,-40.0,4822.0,1016.0,282.0,219.0,155.0,14.0,1146.0,7208.0,568.0,-232.0,6942.0,0.0
00:15,-40.0,4769.0,1015.0,280.0,219.0,154.0,13.0,1146.0,7333.0,503.0,-215.0,6849.0,0.0
00:20,-40.0,4745.0,1015.0,281.0,219.0,154.0,13.0,1146.0,7204.0,487.0,-203.0,6924.0,0.0
00:25,-40.0,4688.0,1014.0,280.0,219.0,153.0,14.0,1147.0,7109.0,455.0,-176.0,6979.0,0.0
00:30,-40.0,4655.0,1013.0,280.0,219.0,153.0,14.0,1147.0,7150.0,443.0,-148.0,6864.0,0.0
00:35,-40.0,4639.0,1012.0,279.0,219.0,151.0,13.0,1146.0,7154.0,435.0,-108.0,6754.0,0.0
00:40,-40.0,4629.0,1017.0,280.0,219.0,151.0,15.0,1146.0,7025.0,436.0,-89.0,6781.0,0.0
00:45,-40.0,4583.0,1017.0,280.0,219.0,154.0,15.0,1146.0,6962.0,456.0,-97.0,6810.0,0.0
00:50,-40.0,4550.0,1018.0,280.0,219.0,155.0,16.0,1146.0,6944.0,467.0,-72.0,6797.0,0.0
00:55,-40.0,4526.0,1017.0,278.0,219.0,156.0,15.0,1146.0,7019.0,457.0,-48.0,6714.0,0.0
01:00,-41.0,4528.0,1018.0,279.0,220.0,156.0,14.0,1146.0,7034.0,456.0,22.0,6523.0,0.0
01:05,-41.0,4539.0,1017.0,279.0,220.0,153.0,14.0,1145.0,6987.0,469.0,22.0,6564.0,0.0
01:10,-41.0,4585.0,1016.0,278.0,220.0,151.0,13.0,1146.0,6885.0,514.0,7.0,6635.0,0.0
01:15,-41.0,4631.0,1016.0,278.0,220.0,150.0,13.0,1145.0,6795.0,453.0,-7.0,6682.0,0.0
01:20,-41.0,4660.0,1016.0,278.0,220.0,150.0,14.0,1145.0,6792.0,459.0,-7.0,6659.0,0.0
01:25,-41.0,4688.0,1016.0,279.0,219.0,150.0,14.0,1146.0,6669.0,456.0,-7.0,6703.0,0.0
01:30,-41.0,4697.0,1016.0,279.0,219.0,150.0,13.0,1145.0,6551.0,459.0,-7.0,6766.0,0.0
01:35,-41.0,4664.0,1012.0,279.0,220.0,151.0,13.0,1145.0,6439.0,406.0,-2.0,6908.0,0.0
01:40,-41.0,4604.0,1016.0,279.0,220.0,152.0,14.0,1144.0,6395.0,397.0,-1.0,6949.0,0.0
01:45,-41.0,4529.0,1018.0,279.0,220.0,151.0,13.0,1145.0,6454.0,395.0,6.0,6928.0,0.0
01:50,-41.0,4421.0,1018.0,279.0,220.0,151.0,13.0,1144.0,6458.0,409.0,22.0,6918.0,0.0
01:55,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:00,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:05,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:10,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:15,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:20,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:25,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:30,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:35,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:40,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:45,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:50,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
02:55,-41.0,4296.0,1018.0,278.0,219.0,151.0,13.0,1145.0,6517.0,440.0,31.0,6888.0,0.0
03:00,-41.0,4207.0,1019.0,278.0,220.0,152.0,13.0,1145.0,6657.0,456.0,45.0,6744.0,0.0
03:05,-41.0,4188.0,1018.0,278.0,220.0,151.0,13.0,1144.0,6648.0,373.0,12.0,6825.0,0.0
03:10,-41.0,4196.0,1018.0,280.0,220.0,152.0,13.0,1144.0,6749.0,362.0,18.0,6769.0,0.0
03:15,-41.0,4195.0,1017.0,279.0,220.0,150.0,13.0,1144.0,6780.0,363.0,8.0,6699.0,0.0
03:20,-42.0,4175.0,1016.0,278.0,220.0,150.0,13.0,1144.0,6759.0,367.0,8.0,6724.0,0.0
03:25,-42.0,4185.0,1017.0,278.0,220.0,151.0,13.0,1145.0,6758.0,365.0,-5.0,6670.0,0.0
03:30,-42.0,4164.0,1016.0,277.0,220.0,152.0,13.0,1145.0,6751.0,364.0,-16.0,6698.0,0.0
03:35,-43.0,4078.0,1016.0,278.0,220.0,151.0,13.0,1145.0,6751.0,363.0,12.0,6687.0,0.0
03:40,-44.0,4061.0,1016.0,278.0,220.0,151.0,13.0,1144.0,6790.0,388.0,-7.0,6665.0,0.0
03:45,-43.0,4042.0,1017.0,278.0,220.0,150.0,13.0,1145.0,6758.0,369.0,-16.0,6701.0,0.0
03:50,-43.0,4043.0,1017.0,279.0,221.0,150.0,13.0,1145.0,6744.0,368.0,-22.0,6687.0,0.0
