Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
00:00,-31.0,1370.0,893.0,281.0,203.0,154.0,17.0,2256.0,7425.0,1067.0,-11.0,7071.0,0.0
00:05,-31.0,1353.0,894.0,280.0,203.0,154.0,18.0,2256.0,7412.0,904.0,15.0,7118.0,0.0
00:10,-31.0,1341.0,893.0,278.0,202.0,154.0,18.0,2255.0,7639.0,836.0,6.0,7144.0,0.0
00:15,-31.0,1334.0,894.0,279.0,203.0,153.0,17.0,2255.0,7695.0,853.0,-1.0,7045.0,0.0
00:20,-31.0,1345.0,894.0,280.0,203.0,154.0,17.0,2253.0,7642.0,829.0,-1.0,7010.0,0.0
00:25,-31.0,1364.0,893.0,279.0,203.0,154.0,17.0,2255.0,7684.0,821.0,-1.0,6932.0,0.0
00:30,-31.0,1363.0,893.0,277.0,203.0,153.0,17.0,2255.0,7704.0,837.0,-1.0,6816.0,0.0
00:35,-31.0,1358.0,893.0,278.0,202.0,154.0,18.0,2255.0,7625.0,840.0,-3.0,6830.0,0.0
00:40,-31.0,1374.0,894.0,278.0,202.0,154.0,18.0,2255.0,7520.0,820.0,-1.0,6858.0,0.0
00:45,-31.0,1388.0,890.0,279.0,203.0,154.0,18.0,2255.0,7417.0,817.0,-1.0,6888.0,0.0
00:50,-31.0,1389.0,895.0,278.0,203.0,154.0,18.0,2255.0,7317.0,816.0,-1.0,6918.0,0.0
00:55,-31.0,1364.0,894.0,279.0,203.0,154.0,18.0,2255.0,7282.0,822.0,-1.0,6928.0,0.0
01:00,-31.0,1341.0,893.0,280.0,204.0,155.0,18.0,2256.0,7300.0,826.0,44.0,6840.0,0.0
01:05,-31.0,1322.0,894.0,279.0,204.0,158.0,19.0,2255.0,7350.0,826.0,47.0,6751.0,0.0
01:10,-31.0,1296.0,894.0,279.0,206.0,161.0,18.0,2254.0,7452.0,810.0,58.0,6697.0,0.0
01:15,-31.0,1260.0,894.0,280.0,206.0,164.0,19.0,2255.0,7610.0,845.0,30.0,6508.0,0.0
01:20,-31.0,1249.0,894.0,279.0,206.0,164.0,18.0,2254.0,7561.0,851.0,31.0,6542.0,0.0
01:25,-31.0,1234.0,894.0,279.0,206.0,164.0,18.0,2255.0,7655.0,846.0,-2.0,6445.0,0.0
01:30,-31.0,1231.0,894.0,280.0,206.0,163.0,18.0,2255.0,7681.0,842.0,-2.0,6361.0,0.0
01:35,-31.0,1225.0,895.0,278.0,206.0,164.0,19.0,2255.0,7613.0,839.0,-2.0,6370.0,0.0
01:40,-31.0,1178.0,895.0,275.0,206.0,164.0,18.0,2255.0,7568.0,843.0,0.0,6408.0,0.0
