Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural gas,Large hydro,Batteries,Imports,Other
10:25,9613,2507,0,276,234,422,21,1135,4818,2225,-24,19,0
10:30,9656,2496,0,277,232,421,21,1135,4860,2187,-64,-57,0
10:35,9628,2474,0,279,232,425,21,1135,4798,2166,-48,97,0
10:40,9395,2483,0,282,234,427,21,1135,4807,2214,-15,166,0
10:45,9265,2466,0,280,232,427,21,1135,4761,2238,-10,206,0
10:50,9223,2438,0,280,233,427,21,1135,4738,2251,-10,128,0
10:55,9318,2399,0,279,233,426,20,1135,4691,2204,-11,46,0
11:00,9403,2376,0,279,232,425,20,1135,4759,2208,4,-184,0
11:05,9503,2410,0,279,233,407,21,1135,4624,2204,32,-246,0
11:10,9785,2433,0,277,232,369,20,1136,4607,2171,-21,-518,0
11:15,9983,2409,0,275,233,366,20,1136,4564,2139,-43,-704,0
11:20,9815,2393,0,276,233,362,20,1136,4597,2168,-36,-678,0
11:25,9641,2366,0,275,233,363,21,1136,4640,2192,-13,-607,0
11:30,9623,2345,0,271,233,363,20,1136,4762,2177,-54,-679,0
11:35,9714,2365,0,272,233,365,20,1136,4775,2044,-77,-734,0
11:40,9673,2395,0,270,232,365,20,1136,4797,1983,-85,-663,0
11:45,9366,2451,0,271,233,365,20,1136,4853,2046,-66,-581,0
11:50,9207,2446,0,272,233,366,20,1137,4789,2080,-44,-507,0
11:55,9185,2392,0,270,234,365,20,1136,4868,2084,-41,-633,0
12:00,9192,2390,0,269,234,366,20,1136,4914,2077,-53,-713,0
12:05,9209,2382,0,272,234,364,19,1136,4927,2028,-55,-719,0
12:10,9138,2384,0,271,233,365,19,1136,4960,1962,-22,-709,0
12:15,9061,2370,0,270,233,365,20,1136,4964,1974,-21,-737,0
12:20,9019,2324,0,270,232,362,19,1136,5000,1978,-29,-700,0
12:25,8977,2294,0,269,234,362,19,1136,4931,1991,-16,-724,0
12:30,8991,2297,0,268,233,364,19,1136,4938,1950,-44,-747,0
12:35,9014,2337,0,269,234,365,19,1136,4952,1927,-68,-727,0
12:40,9020,2351,0,269,233,365,19,1136,4937,1918,-49,-715,0
12:45,8956,2311,0,269,236,369,20,1136,4906,1961,-44,-699,0
12:50,8757,2281,0,269,232,369,19,1136,4909,1993,-5,-581,0
12:55,8816,2221,0,268,229,371,20,1136,4863,1998,14,-604,0
13:00,8892,2190,0,268,225,373,21,1136,4822,2028,72,-694,0
13:05,9241,2133,0,266,226,374,21,1136,4684,2028,55,-822,0
13:10,9473,2119,0,269,226,374,22,1135,4691,2021,36,-1013,0
13:15,9666,2083,0,270,226,374,22,1136,4609,1987,-9,-1027,0
13:20,9503,2075,0,270,229,369,21,1136,4700,1984,-17,-917,0
13:25,9476,2070,0,269,232,369,21,1136,4662,1968,-51,-831,0
13:30,9398,2070,0,266,232,368,21,1136,4748,1970,-18,-838,0
13:35,9357,2146,0,266,231,370,21,1136,4692,1971,-28,-883,0
13:40,9282,2147,0,267,214,371,21,1136,4703,1972,2,-849,0
13:45,9264,2175,0,267,207,370,22,1136,4641,1962,-35,-825,0
13:50,9217,2196,0,267,208,370,22,1136,4679,1985,-7,-876,0
13:55,9321,2219,0,269,208,370,22,1135,4570,1993,-11,-920,0
14:00,9192,2252,0,269,207,370,22,1136,4503,2046,22,-876,0
14:05,9243,2282,0,266,211,372,21,1136,4399,2140,5,-970,0
14:10,9302,2278,0,264,211,372,19,1136,4340,2169,4,-1033,0
14:15,9394,2292,0,265,211,370,19,1135,4366,2177,-3,-1128,0
14:20,9431,2295,0,268,212,367,19,1136,4389,2200,16,-1224,0
14:25,9316,2287,0,269,217,365,20,1135,4388,2214,33,-1148,0
14:30,9215,2299,0,266,220,367,20,1136,4387,2221,17,-1085,0
14:35,9239,2262,0,267,222,370,19,1136,4351,2211,-5,-1030,0
14:40,9249,2224,0,267,223,372,18,1135,4383,2222,-20,-976,0
14:45,9224,2223,0,265,224,371,20,1135,4393,2231,-5,-969,0
14:50,9216,2245,0,268,224,371,19,1136,4374,2248,-3,-976,0
14:55,9615,2264,0,264,225,365,18,1136,4333,2181,-61,-1218,0
15:00,9768,2270,0,266,224,371,18,1136,4318,2031,-33,-1280,0
15:05,9588,2310,0,267,224,370,18,1136,4446,2044,-36,-1110,0
15:10,9207,2314,0,268,224,371,19,1136,4595,2177,-36,-954,0
15:15,9072,2316,0,266,219,370,18,1137,4535,2232,-31,-868,0
15:20,9212,2335,0,267,219,365,18,1136,4468,2241,-35,-936,0
15:25,9410,2357,0,265,220,364,17,1136,4436,2198,-51,-1036,0
15:30,9498,2363,0,267,220,366,17,1136,4512,2154,-69,-1087,0
15:35,9426,2388,0,267,222,369,17,1136,4613,2161,-42,-1074,0
15:40,9295,2375,0,269,222,370,17,1136,4669,2210,-34,-1026,0
15:45,9244,2346,0,270,221,371,18,1136,4704,2205,-45,-969,0
15:50,9275,2339,0,270,221,372,18,1136,4769,2205,-27,-978,0
15:55,9321,2317,0,274,221,372,19,1136,4652,2229,-33,-981,0
16:00,9250,2298,0,277,221,373,19,1136,4783,2209,-58,-969,0
16:05,9086,2276,0,279,222,372,19,1136,4769,2474,-40,-1022,0
16:10,8985,2276,0,280,223,371,19,1136,4539,2486,-66,-799,0
16:15,8976,2263,0,279,222,371,19,1136,4541,2467,-36,-741,0
16:20,8871,2214,0,280,223,367,19,1136,4718,2557,-3,-708,0
16:25,8739,2208,0,281,225,368,19,1136,4824,2662,-2,-745,0
16:30,8681,2203,0,281,228,368,19,1135,4840,2683,29,-597,0
16:35,8808,2145,0,281,228,371,19,1135,4744,2670,1,-533,0
16:40,8856,2146,0,280,229,372,19,1135,4792,2650,-28,-470,0
16:45,8791,2125,0,277,228,372,19,1136,4856,2730,0,-395,0
16:50,8672,2098,0,282,228,372,19,1135,4917,2834,3,-390,0
16:55,8525,2108,0,281,228,370,19,1135,4963,2905,-21,-301,0
17:00,8278,2127,0,281,228,370,19,1135,4981,2814,-38,20,0
17:05,7666,2112,0,280,228,376,19,1135,4799,3016,-35,709,0
17:10,7443,2086,0,280,228,390,19,1134,4499,3155,-18,1044,0
17:15,7384,2062,0,280,228,410,19,1135,4457,3101,-51,1270,0
17:20,7254,2051,0,281,228,406,18,1134,4638,3296,-22,1324,0
17:25,6975,2007,0,280,230,406,18,1135,4569,3583,-11,1522,0
17:30,6571,1993,0,280,229,405,19,1135,4767,3763,82,1758,0
17:35,6138,1983,0,281,232,410,19,1135,4786,3806,103,2216,0
17:40,5689,1956,0,282,234,408,20,1134,5051,3826,105,2623,0
17:45,5223,1988,0,283,235,410,20,1134,5230,3844,97,3009,0
17:50,4746,1990,0,282,237,411,20,1134,5309,3858,45,3638,0
17:55,4263,1993,0,282,239,431,20,1134,5529,3820,-40,4163,0
18:00,3766,2013,0,285,240,510,20,1134,5708,3742,-85,4722,0
18:05,3280,2143,0,284,240,512,19,1134,5995,3974,-65,4712,0
18:10,2836,2210,0,284,240,514,19,1133,5944,4200,-52,4929,0
18:15,2373,2204,0,284,240,545,19,1133,5977,4251,-3,5258,0
18:20,1904,2204,0,285,240,559,20,1133,6220,4260,5,5546,0
18:25,1468,2187,0,286,240,560,20,1134,6546,4259,5,5811,0
18:30,1124,2171,0,288,240,561,20,1134,6977,4259,22,5963,0
18:35,835,2172,0,287,242,563,20,1134,7315,4252,8,6068,0
18:40,619,2185,0,288,240,565,20,1134,7474,4257,8,6293,0
18:45,462,2187,0,290,241,563,19,1134,7499,4254,20,6613,0
18:50,345,2181,0,290,229,563,19,1134,7801,4245,21,6654,0
18:55,260,2141,0,288,221,562,20,1135,7932,4238,10,6879,0
19:00,189,2145,0,290,228,562,20,1134,8076,4222,6,7019,0
19:05,144,2166,0,288,233,597,19,1135,8237,4194,9,7126,0
19:10,101,2189,0,286,232,604,19,1134,8380,4221,22,7196,0
19:15,89,2246,0,285,232,604,19,1135,8503,4216,13,7342,0
19:20,63,2312,0,287,234,601,19,1133,8700,4229,0,7410,0
19:25,60,2351,0,287,243,600,19,1134,8682,4230,-16,7539,0
19:30,61,2387,0,284,244,600,19,1134,8765,4263,-29,7596,0
19:35,61,2411,0,282,246,602,18,1135,8939,4210,-49,7514,0
19:40,62,2438,0,284,246,602,18,1134,9040,4189,-51,7504,0
19:45,63,2460,0,284,246,602,17,1135,9119,4196,-50,7447,0
19:50,63,2477,0,285,246,601,17,1135,9320,4206,-39,7235,0
19:55,64,2512,0,287,246,601,18,1134,9349,4232,-7,7118,0
20:00,64,2514,0,286,246,601,19,1135,9360,4245,-5,7027,0
20:05,64,2512,0,284,246,602,18,1134,9427,4235,15,6971,0
20:10,48,2522,0,285,247,601,19,1135,9462,4256,86,6991,0
20:15,48,2527,0,286,246,601,19,1134,9394,4248,75,7019,0
20:20,48,2493,0,287,246,599,19,1135,9336,4245,65,7095,0
20:25,48,2457,0,285,246,600,18,1134,9385,4231,14,7098,0
20:30,48,2405,0,286,246,599,18,1134,9451,4231,7,7126,0
20:35,48,2358,0,285,246,601,18,1135,9331,4240,42,7203,0
20:40,48,2315,0,284,246,602,18,1134,9331,4239,65,7202,0
20:45,48,2255,0,284,246,603,19,1135,9269,4231,32,7226,0
20:50,48,2195,0,286,246,601,19,1134,9278,4234,34,7259,0
20:55,48,2136,0,288,246,601,18,1135,9271,4237,60,7254,0
21:00,48,2101,0,288,246,600,18,1134,9306,4233,48,7217,0
21:05,48,2039,0,287,247,600,19,1134,9376,4237,44,7127,0
21:10,48,1999,0,289,247,602,19,1134,9432,4272,77,7116,0
21:15,48,2000,0,287,246,603,20,1134,9363,4284,80,7106,0
21:20,48,2011,0,286,246,598,19,1134,9332,4276,80,7103,0
21:25,48,2004,0,283,248,598,19,1134,9285,4222,34,7108,0
21:30,48,1978,0,283,246,597,18,1135,9336,4199,29,7048,0
21:35,48,1972,0,283,246,598,19,1134,9255,4189,29,7028,0
21:40,48,1940,0,285,246,601,19,1134,9116,4195,29,7010,0
21:45,48,1870,0,285,246,601,19,1134,8990,4235,29,7015,0
21:50,48,1790,0,285,246,601,19,1135,8913,4244,29,7029,0
21:55,48,1673,0,285,245,601,19,1135,8950,4245,34,6955,0
22:00,48,1560,0,284,243,601,19,1134,9042,4236,34,6803,0
22:05,48,1454,0,287,241,596,19,1134,8923,4285,66,6818,0
22:10,48,1375,0,285,241,592,19,1134,8813,4256,60,6839,0
22:15,48,1301,0,285,241,564,19,1134,8822,4212,52,6858,0
22:20,48,1261,0,286,241,552,19,1134,8806,4205,52,6879,0
22:25,48,1238,0,287,241,553,19,1134,8785,4202,50,6783,0
22:30,48,1227,0,288,243,552,19,1135,8753,4202,47,6700,0
22:35,48,1214,0,283,245,553,19,1134,8699,4196,38,6570,0
22:40,48,1208,0,286,246,555,19,1134,8706,4197,47,6443,0
22:45,48,1204,0,286,246,556,19,1135,8662,4182,33,6389,0
22:50,48,1186,0,286,246,555,19,1134,8619,4188,48,6258,0
22:55,48,1186,0,286,246,555,20,1135,8554,4154,42,6129,0
23:00,48,1183,0,288,246,555,20,1134,8416,3933,46,6280,0
23:05,48,1198,0,286,246,556,20,1135,8326,3938,48,6294,0
23:10,48,1215,0,285,246,555,20,1134,7986,3788,38,6608,0
23:15,48,1209,0,287,246,519,19,1134,8048,3766,31,6602,0
23:20,48,1192,0,286,245,497,19,1134,8297,3876,32,6191,0
23:25,48,1170,0,285,246,497,18,1134,8401,3894,28,5946,0
23:30,48,1180,0,284,246,498,19,1134,8326,3880,-23,5917,0
23:35,48,1208,0,284,246,499,19,1134,8277,3825,-55,5942,0
23:40,48,1238,0,283,247,502,19,1133,8190,3837,-44,5839,0
23:45,48,1278,0,281,246,501,18,1134,8098,3819,-61,5774,0
23:50,0,1312,0,279,246,502,19,1134,8068,3841,-23,5681,0
23:55,0,1337,0,279,245,502,18,1134,8005,3852,-46,5576,0
